pair_id,condition,opponent_type,communication,game_type,cooperation
59,2,0,1,0,0
59,2,0,1,1,0
60,2,0,1,0,0
60,2,0,1,1,1
60,2,0,1,0,1
60,2,0,1,1,1
61,2,0,1,0,0
61,2,0,1,1,1
61,2,0,1,0,1
61,2,0,1,1,0
62,2,0,1,0,1
62,2,0,1,1,1
62,2,0,1,0,1
62,2,0,1,1,1
63,2,0,1,0,1
63,2,0,1,1,0
63,2,0,1,0,0
63,2,0,1,1,0
64,2,0,1,0,1
64,2,0,1,1,0
64,2,0,1,0,0
64,2,0,1,1,0
65,2,0,1,0,0
65,2,0,1,1,1
65,2,0,1,0,0
65,2,0,1,1,1
66,2,0,1,0,0
66,2,0,1,1,1
66,2,0,1,0,1
66,2,0,1,1,1
67,2,0,1,0,0
67,2,0,1,1,1
67,2,0,1,0,0
67,2,0,1,1,0
68,2,0,1,0,1
68,2,0,1,1,0
68,2,0,1,0,1
68,2,0,1,1,1
69,2,0,1,0,1
69,2,0,1,1,1
69,2,0,1,0,1
69,2,0,1,1,0
70,2,0,1,0,0
70,2,0,1,1,1
70,2,0,1,0,1
70,2,0,1,1,1
71,2,0,1,0,1
71,2,0,1,1,0
71,2,0,1,0,1
71,2,0,1,1,1
72,2,0,1,0,0
72,2,0,1,1,0
72,2,0,1,0,1
72,2,0,1,1,1
73,2,0,1,0,0
73,2,0,1,1,1
73,2,0,1,0,0
73,2,0,1,1,1
74,2,0,1,0,0
74,2,0,1,1,1
74,2,0,1,0,1
74,2,0,1,1,1
75,2,0,1,0,0
75,2,0,1,1,1
75,2,0,1,0,1
75,2,0,1,1,1
76,2,0,1,0,0
76,2,0,1,1,1
76,2,0,1,0,1
76,2,0,1,1,1
77,2,0,1,0,0
77,2,0,1,1,0
77,2,0,1,0,0
77,2,0,1,1,0
78,2,0,1,0,1
78,2,0,1,1,1
78,2,0,1,0,1
78,2,0,1,1,1
79,2,0,1,0,1
79,2,0,1,1,1
79,2,0,1,0,0
79,2,0,1,1,1
80,2,0,1,0,1
80,2,0,1,1,1
80,2,0,1,0,1
80,2,0,1,1,1
81,2,0,1,0,0
81,2,0,1,1,0
81,2,0,1,0,0
81,2,0,1,1,0
82,2,0,1,0,0
82,2,0,1,1,1
82,2,0,1,0,1
82,2,0,1,1,1
83,2,0,1,0,0
83,2,0,1,1,0
83,2,0,1,0,0
83,2,0,1,1,0
84,2,0,1,0,1
84,2,0,1,1,0
84,2,0,1,0,1
84,2,0,1,1,1
85,2,0,1,0,1
85,2,0,1,1,1
85,2,0,1,0,1
85,2,0,1,1,1
86,2,0,1,0,1
86,2,0,1,1,0
86,2,0,1,0,0
86,2,0,1,1,1
87,2,0,1,0,1
87,2,0,1,1,1
87,2,0,1,0,0
87,2,0,1,1,0
88,2,0,1,0,0
88,2,0,1,1,0
88,2,0,1,0,1
88,2,0,1,1,0
89,2,0,1,0,1
89,2,0,1,1,1
89,2,0,1,0,1
89,2,0,1,1,0
90,2,0,1,0,0
90,2,0,1,1,0
90,2,0,1,0,1
90,2,0,1,1,0
91,2,0,1,0,0
91,2,0,1,1,1
91,2,0,1,0,1
91,2,0,1,1,1
92,2,0,1,0,1
92,2,0,1,1,1
92,2,0,1,0,1
92,2,0,1,1,1
93,2,0,1,0,1
93,2,0,1,1,1
93,2,0,1,0,0
93,2,0,1,1,0
94,2,0,1,0,0
94,2,0,1,1,1
94,2,0,1,0,1
94,2,0,1,1,1
95,2,0,1,0,1
95,2,0,1,1,0
95,2,0,1,0,0
95,2,0,1,1,1
96,2,0,1,0,0
96,2,0,1,1,1
96,2,0,1,0,1
96,2,0,1,1,1
97,2,0,1,0,0
97,2,0,1,1,1
97,2,0,1,0,1
97,2,0,1,1,1
98,2,0,1,0,0
98,2,0,1,1,1
98,2,0,1,0,1
98,2,0,1,1,0
99,2,0,1,0,0
99,2,0,1,1,1
99,2,0,1,0,0
99,2,0,1,1,1
100,2,0,1,0,0
100,2,0,1,1,0
100,2,0,1,0,0
100,2,0,1,1,0
101,3,1,0,0,0
101,3,1,0,1,1
102,3,1,0,0,0
102,3,1,0,1,0
103,3,1,0,0,0
103,3,1,0,1,1
104,3,1,0,0,0
104,3,1,0,1,1
105,3,1,0,0,0
105,3,1,0,1,0
106,3,1,0,0,0
106,3,1,0,1,0
107,3,1,0,0,1
107,3,1,0,1,1
108,3,1,0,0,0
108,3,1,0,1,0
109,3,1,0,0,0
109,3,1,0,1,0
110,3,1,0,0,0
110,3,1,0,1,0
111,3,1,0,0,0
111,3,1,0,1,1
112,3,1,0,0,0
112,3,1,0,1,1
113,3,1,0,0,0
113,3,1,0,1,1
114,3,1,0,0,1
114,3,1,0,1,0
115,3,1,0,0,1
115,3,1,0,1,0
116,3,1,0,0,0
116,3,1,0,1,1
117,3,1,0,0,0
117,3,1,0,1,0
118,3,1,0,0,0
118,3,1,0,1,1
119,3,1,0,0,1
119,3,1,0,1,1
120,3,1,0,0,0
120,3,1,0,1,1
121,3,1,0,0,0
121,3,1,0,1,0
122,3,1,0,0,1
122,3,1,0,1,1
123,3,1,0,0,0
123,3,1,0,1,0
124,3,1,0,0,1
124,3,1,0,1,1
125,3,1,0,0,0
125,3,1,0,1,0
126,3,1,0,0,0
126,3,1,0,1,0
127,3,1,0,0,1
127,3,1,0,1,0
128,3,1,0,0,0
128,3,1,0,1,0
129,3,1,0,0,0
129,3,1,0,1,1
130,3,1,0,0,1
130,3,1,0,1,0
131,3,1,0,0,1
131,3,1,0,1,1
132,3,1,0,0,0
132,3,1,0,1,1
133,3,1,0,0,0
133,3,1,0,1,1
134,3,1,0,0,1
134,3,1,0,1,0
135,3,1,0,0,1
135,3,1,0,1,0
136,3,1,0,0,1
136,3,1,0,1,1
137,3,1,0,0,1
137,3,1,0,1,1
138,3,1,0,0,0
138,3,1,0,1,0
139,3,1,0,0,1
139,3,1,0,1,0
140,3,1,0,0,1
140,3,1,0,1,1
141,3,1,0,0,1
141,3,1,0,1,1
142,3,1,0,0,0
142,3,1,0,1,1
143,3,1,0,0,0
143,3,1,0,1,1
144,3,1,0,0,0
144,3,1,0,1,0
145,3,1,0,0,0
145,3,1,0,1,0
146,3,1,0,0,0
146,3,1,0,1,1
147,3,1,0,0,0
147,3,1,0,1,1
148,3,1,0,0,0
148,3,1,0,1,0
149,3,1,0,0,0
149,3,1,0,1,1
150,3,1,0,0,1
150,3,1,0,1,0
151,3,1,0,0,1
151,3,1,0,1,0
152,3,1,0,0,0
152,3,1,0,1,0
153,3,1,0,0,1
153,3,1,0,1,1
154,3,1,0,0,0
154,3,1,0,1,0
155,3,1,0,0,1
155,3,1,0,1,0
156,3,1,0,0,0
156,3,1,0,1,1
157,3,1,0,0,0
157,3,1,0,1,0
158,3,1,0,0,1
158,3,1,0,1,1
159,3,1,0,0,1
159,3,1,0,1,1
160,3,1,0,0,0
160,3,1,0,1,1
161,3,1,0,0,1
161,3,1,0,1,0
162,3,1,0,0,0
162,3,1,0,1,0
163,3,1,0,0,0
163,3,1,0,1,0
164,3,1,0,0,1
164,3,1,0,1,1
165,3,1,0,0,0
165,3,1,0,1,1
166,3,1,0,0,1
166,3,1,0,1,0
167,3,1,0,0,0
167,3,1,0,1,1
168,3,1,0,0,0
168,3,1,0,1,1
169,3,1,0,0,0
169,3,1,0,1,1
170,3,1,0,0,1
170,3,1,0,1,1
171,3,1,0,0,0
171,3,1,0,1,1
172,3,1,0,0,0
172,3,1,0,1,1
173,3,1,0,0,0
173,3,1,0,1,0
174,3,1,0,0,0
174,3,1,0,1,0
175,3,1,0,0,1
175,3,1,0,1,1
176,3,1,0,0,0
176,3,1,0,1,0
177,3,1,0,0,0
177,3,1,0,1,1
178,3,1,0,0,0
178,3,1,0,1,1
179,3,1,0,0,1
179,3,1,0,1,1
180,3,1,0,0,0
180,3,1,0,1,0
181,3,1,0,0,1
181,3,1,0,1,1
182,3,1,0,0,1
182,3,1,0,1,0
183,3,1,0,0,1
183,3,1,0,1,0
184,3,1,0,0,1
184,3,1,0,1,1
185,3,1,0,0,0
185,3,1,0,1,0
186,3,1,0,0,1
186,3,1,0,1,1
187,3,1,0,0,0
187,3,1,0,1,0
188,3,1,0,0,0
188,3,1,0,1,1
189,3,1,0,0,1
189,3,1,0,1,0
190,3,1,0,0,1
190,3,1,0,1,0
191,3,1,0,0,1
191,3,1,0,1,1
192,3,1,0,0,0
192,3,1,0,1,1
193,3,1,0,0,1
193,3,1,0,1,0
194,3,1,0,0,0
194,3,1,0,1,1
195,3,1,0,0,1
195,3,1,0,1,0
196,3,1,0,0,0
196,3,1,0,1,0
197,3,1,0,0,0
197,3,1,0,1,0
198,3,1,0,0,1
198,3,1,0,1,1
199,3,1,0,0,1
199,3,1,0,1,0
200,3,1,0,0,1
200,3,1,0,1,0
201,4,1,1,0,0
201,4,1,1,1,0
202,4,1,1,0,1
202,4,1,1,1,0
203,4,1,1,0,0
203,4,1,1,1,0
204,4,1,1,0,1
204,4,1,1,1,0
205,4,1,1,0,0
205,4,1,1,1,0
206,4,1,1,0,0
206,4,1,1,1,1
207,4,1,1,0,1
207,4,1,1,1,1
208,4,1,1,0,0
208,4,1,1,1,0
209,4,1,1,0,1
209,4,1,1,1,1
210,4,1,1,0,1
210,4,1,1,1,0
211,4,1,1,0,1
211,4,1,1,1,1
212,4,1,1,0,1
212,4,1,1,1,0
213,4,1,1,0,1
213,4,1,1,1,1
214,4,1,1,0,0
214,4,1,1,1,1
215,4,1,1,0,1
215,4,1,1,1,0
216,4,1,1,0,0
216,4,1,1,1,0
217,4,1,1,0,1
217,4,1,1,1,1
218,4,1,1,0,0
218,4,1,1,1,0
219,4,1,1,0,0
219,4,1,1,1,0
220,4,1,1,0,0
220,4,1,1,1,1
221,4,1,1,0,1
221,4,1,1,1,0
222,4,1,1,0,0
222,4,1,1,1,0
223,4,1,1,0,1
223,4,1,1,1,0
224,4,1,1,0,0
224,4,1,1,1,1
225,4,1,1,0,1
225,4,1,1,1,1
226,4,1,1,0,0
226,4,1,1,1,0
227,4,1,1,0,0
227,4,1,1,1,1
228,4,1,1,0,1
228,4,1,1,1,0
229,4,1,1,0,0
229,4,1,1,1,0
230,4,1,1,0,0
230,4,1,1,1,0
231,4,1,1,0,0
231,4,1,1,1,0
232,4,1,1,0,0
232,4,1,1,1,1
233,4,1,1,0,0
233,4,1,1,1,0
234,4,1,1,0,1
234,4,1,1,1,0
235,4,1,1,0,0
235,4,1,1,1,1
236,4,1,1,0,1
236,4,1,1,1,1
237,4,1,1,0,1
237,4,1,1,1,1
238,4,1,1,0,0
238,4,1,1,1,0
239,4,1,1,0,0
239,4,1,1,1,0
240,4,1,1,0,1
240,4,1,1,1,1
241,4,1,1,0,0
241,4,1,1,1,0
242,4,1,1,0,1
242,4,1,1,1,1
243,4,1,1,0,1
243,4,1,1,1,1
244,4,1,1,0,0
244,4,1,1,1,1
245,4,1,1,0,0
245,4,1,1,1,0
246,4,1,1,0,0
246,4,1,1,1,0
247,4,1,1,0,0
247,4,1,1,1,1
248,4,1,1,0,1
248,4,1,1,1,0
249,4,1,1,0,1
249,4,1,1,1,0
250,4,1,1,0,1
250,4,1,1,1,1
251,4,1,1,0,1
251,4,1,1,1,1
252,4,1,1,0,0
252,4,1,1,1,0
253,4,1,1,0,1
253,4,1,1,1,0
254,4,1,1,0,0
254,4,1,1,1,1
255,4,1,1,0,1
255,4,1,1,1,1
256,4,1,1,0,0
256,4,1,1,1,0
257,4,1,1,0,1
257,4,1,1,1,1
258,4,1,1,0,1
258,4,1,1,1,1
259,4,1,1,0,1
259,4,1,1,1,1
260,4,1,1,0,0
260,4,1,1,1,1
261,4,1,1,0,1
261,4,1,1,1,1
262,4,1,1,0,0
262,4,1,1,1,0
263,4,1,1,0,0
263,4,1,1,1,1
264,4,1,1,0,0
264,4,1,1,1,1
265,4,1,1,0,1
265,4,1,1,1,0
266,4,1,1,0,0
266,4,1,1,1,1
267,4,1,1,0,1
267,4,1,1,1,0
268,4,1,1,0,1
268,4,1,1,1,1
269,4,1,1,0,0
269,4,1,1,1,1
270,4,1,1,0,1
270,4,1,1,1,1
271,4,1,1,0,1
271,4,1,1,1,1
272,4,1,1,0,1
272,4,1,1,1,0
273,4,1,1,0,0
273,4,1,1,1,0
274,4,1,1,0,0
274,4,1,1,1,0
275,4,1,1,0,0
275,4,1,1,1,1
276,4,1,1,0,1
276,4,1,1,1,1
277,4,1,1,0,1
277,4,1,1,1,0
278,4,1,1,0,1
278,4,1,1,1,1
279,4,1,1,0,0
279,4,1,1,1,1
280,4,1,1,0,1
280,4,1,1,1,0
281,4,1,1,0,0
281,4,1,1,1,0
282,4,1,1,0,0
282,4,1,1,1,0
283,4,1,1,0,1
283,4,1,1,1,1
284,4,1,1,0,1
284,4,1,1,1,1
285,4,1,1,0,0
285,4,1,1,1,0
286,4,1,1,0,0
286,4,1,1,1,1
287,4,1,1,0,0
287,4,1,1,1,1
288,4,1,1,0,0
288,4,1,1,1,1
289,4,1,1,0,1
289,4,1,1,1,1
290,4,1,1,0,1
290,4,1,1,1,0
291,4,1,1,0,0
291,4,1,1,1,1
292,4,1,1,0,0
292,4,1,1,1,1
293,4,1,1,0,0
293,4,1,1,1,0
294,4,1,1,0,0
294,4,1,1,1,0
295,4,1,1,0,0
295,4,1,1,1,0
296,4,1,1,0,1
296,4,1,1,1,1
297,4,1,1,0,1
297,4,1,1,1,1
298,4,1,1,0,1
298,4,1,1,1,1
299,4,1,1,0,1
299,4,1,1,1,0
300,4,1,1,0,0
300,4,1,1,1,0
